input,target_sid,target_title,pred1_sid,pred1_title,beam_size,exact_top1_hit,top3_hit,top5_hit,top10_hit,pred1_in_catalog,pred1_lcp,best_lcp_in_beam,target_collision_group_size,target_l1_fanout,target_l2_fanout
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_248><b_9><c_212>, <a_84><b_203><c_9>, <a_62><b_221><c_49>, <a_88><b_172><c_151>",<a_114><b_112><c_29>,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_88><b_172><c_151>,"New 10 Pieces Tungsten Carbide Rotary Burr SET 1/8'' Shank Fit Dremel Tools for DIY Woodworking, Carving, Engraving, Drilling",50,0,0,0,0,1,0,0,1,12,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_141><b_44><c_97>, <a_223><b_32><c_127>, <a_44><b_154><c_165>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_44><b_154><c_165>,"GROW1 Panda Film, 10' x 25', Poly 5.5 mil, Black/White",50,0,1,1,1,1,0,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_141><b_44><c_97>, <a_223><b_32><c_127>, <a_44><b_154><c_165>, <a_154><b_37><c_0>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_141><b_44><c_97>, <a_223><b_32><c_127>, <a_44><b_154><c_165>, <a_154><b_37><c_0>, <a_154><b_37><c_0>",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,12,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>, <a_154><b_37><c_0>, <a_154><b_37><c_0>",<a_58><b_120><c_178>,STM Stainless Tumbling Media - 5 lbs - Ammo Reloading Supplies,<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,37,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_154><b_37><c_0>, <a_154><b_37><c_0>, <a_154><b_37><c_0>, <a_58><b_120><c_178>",<a_199><b_120><c_30>,Whirlpool 9709231 Replacement Gear Parts,<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,10,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_102><b_8><c_147>, <a_102><b_8><c_147>",<a_47><b_118><c_3>,"RMP .125 3003 H14 Aluminum Sheet 12"" x 12",<a_102><b_8><c_147>,"Two Little Fishies ATLCF2 Coraffix Cyanoacrylate Adhesive, 2-Ounce",50,0,0,0,0,1,0,0,1,17,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_102><b_8><c_147>, <a_102><b_8><c_147>, <a_47><b_118><c_3>",<a_112><b_65><c_64>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,97,23
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_209><b_166><c_114>, <a_230><b_137><c_91>",<a_88><b_119><c_168>,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,23,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_209><b_166><c_114>, <a_230><b_137><c_91>, <a_88><b_119><c_168>",<a_126><b_155><c_151>,"Nicholson 06706N Axe File, 8-Inch",<a_88><b_119><c_168>,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",50,0,0,0,0,1,0,0,1,16,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_209><b_166><c_114>, <a_230><b_137><c_91>, <a_88><b_119><c_168>, <a_126><b_155><c_151>",<a_88><b_138><c_183>,"Osborn International 75116SP Steel File Card, 3-3/4"" Brush Area Length",<a_88><b_119><c_168>,"Noga NG8150 Heavy Duty Deburr Tool, with 10 S10 blades",50,0,0,0,0,1,1,3,1,23,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_209><b_166><c_114>, <a_230><b_137><c_91>, <a_88><b_119><c_168>, <a_126><b_155><c_151>, <a_88><b_138><c_183>",<a_114><b_112><c_29>,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_88><b_138><c_183>,"Osborn International 75116SP Steel File Card, 3-3/4"" Brush Area Length",50,0,0,0,0,1,0,0,1,12,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_33><b_35><c_241>, <a_33><b_35><c_27>, <a_33><b_35><c_116>, <a_33><b_187><c_219>, <a_33><b_35><c_247>, <a_33><b_187><c_18>, <a_0><b_81><c_1>, <a_182><b_97><c_90>, <a_0><b_228><c_19>",<a_209><b_220><c_178>,Nubee Temperature Gun Non-contact Infrared Thermometer MAX Display & EMS Adjustable,<a_0><b_228><c_0>,Ten (10) 608ZZ 8x22x7 Shielded Greased Miniature Ball Bearings,50,0,0,0,0,1,0,0,1,28,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_153><b_112><c_51>, <a_128><b_88><c_176>, <a_53><b_121><c_54>, <a_73><b_103><c_62>, <a_1><b_204><c_84>",<a_249><b_51><c_81>,ETA hand2mind Dual-Dial Analog Platform Scale - Simple Enough for Kids and Great with Kitchen Food,<a_12><b_151><c_154>,"Fluke TL71 Premium Test Lead Set, Right Angle",50,0,0,0,0,1,0,0,1,13,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_2><b_68><c_26>, <a_188><b_138><c_254>, <a_209><b_239><c_233>, <a_172><b_171><c_242>",<a_2><b_49><c_29>,Bissell 9595A CleanView Bagless Vacuum with OnePass,<a_172><b_87><c_190>,"Rubbermaid Commercial BRUTE Heavy-Duty Round Waste/Utility Container with Venting Channels, 20-gallon, Gray (FG262000GRAY)",50,0,0,0,0,1,0,0,1,21,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_2><b_68><c_26>, <a_95><b_6><c_250>, <a_37><b_72><c_68>, <a_111><b_5><c_215>",<a_20><b_170><c_235>,"HHIP 8000-0001 2 Flute High Speed Steel End Mill Set, 6 Piece, 3/8"" Shank",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,11,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_237><b_122><c_1>, <a_168><b_42><c_240>, <a_168><b_42><c_240>, <a_182><b_140><c_49>",<a_33><b_187><c_6>,Inland 1.75mm Black PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_168><b_42><c_16>,TEMCo 30 AWG Copper Magnet Wire - 2 oz 392 ft 155&deg;C Magnetic Coil Red,50,0,0,0,0,1,0,1,1,33,17
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_76><b_181><c_119>, <a_32><b_106><c_234>, <a_76><b_67><c_151>, <a_110><b_46><c_207>, <a_168><b_42><c_16>, <a_186><b_64><c_148>, <a_22><b_89><c_206>, <a_112><b_249><c_241>, <a_22><b_8><c_0>",<a_170><b_181><c_30>,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,<a_22><b_8><c_0>,"PLA Glow in the Dark Cosmic Blue 3D Printing Filament, 1.75 mm",50,0,0,0,0,1,0,0,1,34,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_170><b_48><c_132>, <a_170><b_45><c_216>, <a_115><b_27><c_7>, <a_112><b_65><c_64>, <a_45><b_249><c_244>, <a_112><b_65><c_98>, <a_202><b_181><c_51>",<a_187><b_234><c_7>,HATCHBOX 1 Spool 3D Printer Filament Tabletop Wall Mount Rack,<a_112><b_65><c_58>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",50,0,0,0,0,1,0,3,1,19,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_173><b_187><c_74>, <a_91><b_112><c_243>, <a_18><b_139><c_248>, <a_218><b_37><c_130>, <a_237><b_99><c_6>, <a_42><b_203><c_209>, <a_65><b_51><c_26>, <a_255><b_244><c_67>, <a_6><b_79><c_44>",<a_47><b_233><c_195>,"Monoprice Hook & Loop Fastening Tape 5 yard/roll, 0.75-inch - Blue (105830)",<a_81><b_79><c_139>,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",50,0,0,0,0,1,0,3,1,17,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_104><b_147><c_74>, <a_96><b_57><c_240>, <a_109><b_117><c_96>, <a_91><b_0><c_7>, <a_85><b_15><c_3>, <a_168><b_42><c_16>, <a_196><b_180><c_53>",<a_121><b_220><c_89>,2 Needle Tip Bottle Liquid Flux Dispenser Oil Solvent Applicator Dropper 0.7 Oz,<a_168><b_42><c_4>,TEMCo 24 AWG Copper Magnet Wire - 10 lb 7905 ft 155&deg;C Magnetic Coil Green,50,0,0,0,0,1,0,0,1,15,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_204><b_207><c_124>, <a_52><b_148><c_2>, <a_37><b_100><c_149>, <a_30><b_152><c_72>, <a_96><b_51><c_77>, <a_207><b_1><c_138>, <a_136><b_98><c_68>, <a_128><b_88><c_176>, <a_1><b_204><c_84>, <a_113><b_105><c_59>",<a_113><b_246><c_141>,"ZING 7100 RecycLockout Lockout Tagout, Large Plug Lockout, Recycled Plastic",<a_245><b_88><c_7>,"Rubbermaid Commercial Maximizer Mop Head, Blend, Medium, Blue (1924783)",50,0,0,0,0,1,0,1,1,14,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>",<a_37><b_198><c_220>,"Ozark Trail TT-57 Xi-26-D 76064P, Utility Strap With Quick-Release Buckle, 72"" L, Black, 4 Piece",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,16,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_243><b_140><c_221>, <a_75><b_37><c_61>, <a_230><b_56><c_240>, <a_83><b_111><c_190>, <a_79><b_28><c_208>",<a_63><b_21><c_254>,Loctite Ultra Gel Control Super Glue 4-Gram (1363589),<a_79><b_28><c_208>,Liquid Nails LN903 10-Ounce Heavy-Duty Liquid Nails Construction Adhesive,50,0,0,0,0,1,0,0,1,18,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_243><b_140><c_221>, <a_75><b_37><c_61>, <a_230><b_56><c_240>, <a_83><b_111><c_190>, <a_79><b_28><c_208>, <a_63><b_21><c_254>",<a_65><b_45><c_128>,"Gorilla Super Glue Gel, 20 Gram, Clear",<a_63><b_21><c_1>,Loctite Liquid Professional Super Glue  20-Gram Bottle (1365882),50,0,0,0,0,1,0,3,1,18,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_10><b_35><c_15>",<a_182><b_115><c_13>,BIQU Aluminum Heater Block Specialized for MK7 MK8 3D Printer Extruder(Pack of 5pcs),<a_10><b_35><c_15>,"BOSTITCH BT1309B-1M 1-Inch 18-Gauge Brads, 1000 per Box",50,0,0,0,0,1,0,0,1,17,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_30><b_161><c_244>, <a_30><b_161><c_244>, <a_179><b_119><c_246>, <a_179><b_119><c_73>, <a_124><b_146><c_95>, <a_196><b_61><c_3>",<a_242><b_255><c_186>,"Times Microwave Professional Weatherproof Self-Bonding Silicone Sealing Tape for Coax Connectors / Antennas (1.5"" x 15')",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,18,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_78><b_187><c_112>, <a_78><b_187><c_112>, <a_201><b_47><c_33>, <a_86><b_166><c_42>, <a_112><b_65><c_55>, <a_226><b_148><c_116>, <a_112><b_65><c_130>",<a_252><b_155><c_9>,"AMMEX - ABNPF46100-BX - Medical Nitrile Gloves - Disposable, Powder Free, Exam Grade, 4 mil, Large, Black (Box of 100)",<a_112><b_65><c_58>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",50,0,0,0,0,1,0,0,1,23,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_73><c_31>, <a_251><b_214><c_134>",<a_211><b_35><c_7>,"eSUN 3D 1.75mm PETG Blue Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Semi-Transparent Blue",<a_233><b_160><c_239>,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",50,0,0,0,0,1,0,0,1,38,7
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_73><c_31>, <a_251><b_214><c_134>, <a_211><b_35><c_7>",<a_211><b_35><c_45>,"eSUN 3D 1.75mm PETG Green Filament 1kg (2.2lb), PETG 3D Printer Filament, Semi-Transparent 1.75mm Green",<a_211><b_35><c_200>,"eSUN 3D 1.75mm PETG White Filament 1kg (2.2lb), PETG 3D Printer Filament, 1.75mm Solid Opaque White",50,0,0,1,1,1,2,3,1,38,7
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_33><b_35><c_27>, <a_33><b_187><c_6>, <a_33><b_35><c_116>, <a_33><b_187><c_18>, <a_33><b_187><c_219>",<a_33><b_126><c_0>,Inland 1.75mm Translucent Magenta PETG 3D Printer Filament - 1kg Spool (2.2 Lbs),<a_33><b_187><c_18>,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),50,0,0,0,0,1,1,3,1,33,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_59><b_57><c_205>, <a_59><b_102><c_160>, <a_136><b_147><c_205>, <a_136><b_147><c_205>, <a_214><b_147><c_8>",<a_178><b_203><c_243>,"Miller Electric 229895 Gage, Wire Metal Sizes",<a_214><b_147><c_8>,"Forney 72757 Wire Cup Brush, Knotted with 5/8-Inch-11 Threaded Arbor, 2-3/4-Inch-by-.020-Inch",50,0,0,0,0,1,0,0,1,23,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_103><b_192><c_24>, <a_140><b_52><c_204>, <a_6><b_138><c_136>, <a_209><b_33><c_6>, <a_23><b_244><c_237>, <a_140><b_242><c_3>, <a_136><b_98><c_68>, <a_129><b_1><c_62>, <a_23><b_183><c_76>, <a_13><b_37><c_8>",<a_20><b_170><c_235>,"HHIP 8000-0001 2 Flute High Speed Steel End Mill Set, 6 Piece, 3/8"" Shank",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,11,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>, <a_37><b_198><c_220>",<a_178><b_224><c_150>,"SE 612FS 12"" Stainless Steel Self-Locking Straight Forceps",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,23,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>, <a_37><b_198><c_220>, <a_178><b_224><c_150>",<a_243><b_140><c_221>,"Torin Big Red Hydraulic Bottle Jack, 50 Ton Capacity",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,16,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>, <a_37><b_198><c_220>, <a_178><b_224><c_150>, <a_243><b_140><c_221>",<a_93><b_73><c_143>,"Omron Sprague Rappaport Stethoscope, Black",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,18,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>, <a_37><b_198><c_220>, <a_178><b_224><c_150>, <a_243><b_140><c_221>, <a_93><b_73><c_143>",<a_194><b_42><c_79>,Syrtenty TENS Unit Electrodes Pads 2x2 Replacement Pads Electrode Patches for Electrotherapy,<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,7,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_21><c_174>, <a_37><b_198><c_220>, <a_178><b_224><c_150>, <a_243><b_140><c_221>, <a_93><b_73><c_143>, <a_194><b_42><c_79>",<a_243><b_161><c_70>,Hi-Lift Jack ORB Off-Road Base,<a_194><b_42><c_79>,Syrtenty TENS Unit Electrodes Pads 2x2 Replacement Pads Electrode Patches for Electrotherapy,50,0,0,0,0,1,0,0,1,16,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_62><b_221><c_49>, <a_87><b_60><c_25>, <a_87><b_60><c_25>, <a_184><b_186><c_239>",<a_87><b_180><c_0>,"Kreg SML-C150-100 Pocket Screws 1-1/2-Inch, 8 Coarse, Washer-Head, 100-Count",<a_184><b_82><c_114>,"Dorman Hardware 4-9771 Pliers Holders, 4-Pack",50,0,0,0,0,1,0,1,1,37,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_14><b_87><c_2>, <a_255><b_25><c_70>, <a_48><b_18><c_223>, <a_198><b_102><c_241>, <a_247><b_239><c_81>",<a_1><b_230><c_72>,Bessey BV-NVJ Multi-Purpose Vise Jaws (Jaws Only),<a_247><b_239><c_81>,"Industrial & Scientific"" />",50,0,0,0,0,1,0,0,1,25,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_57><b_69><c_184>, <a_79><b_226><c_177>, <a_229><b_12><c_34>, <a_229><b_12><c_34>, <a_34><b_79><c_121>",<a_126><b_135><c_127>,O-Cedar Heavy Duty Scrunge Scrub Sponge (Pack of 6),<a_34><b_79><c_121>,Ginsco 120 Pcs/60 Pairs Quick Splice Wire Terminals T-Tap Self-stripping with Nylon Fully Insulated Male Quick Disconnects Kit,50,0,0,0,0,1,0,0,1,16,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_61><b_192><c_0>, <a_184><b_133><c_121>, <a_29><b_193><c_15>",<a_170><b_57><c_43>,"ETA hand2mind Plastic Rainbow Fraction Tiles, Math Manipulative (Set of 51)",<a_29><b_193><c_15>,TEKTON 8-Inch Swivel Bench Vise | 54008,50,0,0,0,0,1,0,0,1,34,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_61><b_192><c_0>, <a_184><b_133><c_121>, <a_29><b_193><c_15>, <a_170><b_57><c_43>",<a_170><b_57><c_31>,"ETA hand2mind 42188 Rainbow Fraction and Decimal Tiles, Plastic (Set of 51)",<a_29><b_193><c_15>,TEKTON 8-Inch Swivel Bench Vise | 54008,50,0,0,0,0,1,0,1,1,34,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_65><c_53>, <a_112><b_65><c_164>, <a_247><b_248><c_33>, <a_112><b_65><c_187>",<a_210><b_130><c_138>,HICTOP 5 Pieces 3D Printer Endstops/ Limit Switch/ Mechanical Switch for Reprap Prusa I3,<a_112><b_65><c_58>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",50,0,0,0,0,1,0,0,1,13,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_111><b_175><c_28>, <a_170><b_181><c_30>, <a_110><b_107><c_244>, <a_85><b_5><c_83>",<a_238><b_118><c_120>,uxcell 5Pcs 2 Rows 12P Wire Connector Screw Terminal Barrier Block 300V 20A,<a_85><b_5><c_83>,AST Labs Test Lead Alligator Clip Heavy Duty to Alligator Clip Heavy Duty 39,50,0,0,0,0,1,0,0,1,22,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_112><b_65><c_164>, <a_222><b_19><c_81>, <a_0><b_228><c_0>, <a_112><b_65><c_102>, <a_22><b_101><c_2>, <a_190><b_181><c_168>",<a_112><b_122><c_3>,"3D Solutech Natural Clear 1.75mm 3D Printer PLA Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_112><b_65><c_58>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Blue",50,0,0,0,0,1,1,1,1,97,25
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_250><b_191><c_20>, <a_222><b_224><c_54>, <a_31><b_229><c_22>, <a_76><b_76><c_209>, <a_222><b_172><c_245>, <a_83><b_83><c_60>, <a_146><b_253><c_16>",<a_114><b_112><c_29>,"Forney 20859 Cutting Fluid, Industrial Pro Tap Magic, 1-Gallon",<a_83><b_83><c_33>,URBEST 328 Pcs Assorted Heat Shrink Tube 5 Colors 8 Sizes Tubing Wrap Sleeve Set Combo (328PCS),50,0,0,0,0,1,0,0,1,12,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_250><b_191><c_20>, <a_222><b_224><c_54>, <a_31><b_229><c_22>, <a_76><b_76><c_209>, <a_222><b_172><c_245>, <a_83><b_83><c_60>, <a_146><b_253><c_16>, <a_114><b_112><c_29>",<a_196><b_168><c_54>,CO-RODE Tact Button Switch 6x6x5mm Pack of 100,<a_222><b_21><c_237>,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,50,0,0,0,0,1,0,0,1,32,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_209><b_239><c_233>, <a_182><b_61><c_198>, <a_110><b_158><c_179>",<a_204><b_38><c_221>,Foreasy 3D Printer Tool 3D Print Removal Tool Enhanced Version Set of 2,<a_12><b_117><c_223>,AmScope 25pc Assorted Specimen Collection of Prepared Microscope Slides Glass Slide with Storage Case,50,0,0,0,0,1,0,0,1,19,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_100><c_14>",<a_163><b_40><c_67>,Uxcell a11090300ux0244 30 Pcs 16 Pin 2.54mm DIP IC Socket Solder Type Adaptors.,<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,14,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_100><c_14>, <a_163><b_40><c_67>",<a_0><b_232><c_15>,uxcell 10 Pcs 17mm x 6mm x 6mm Single Row Shielded Deep Groove Ball Bearing 606ZZ,<a_222><b_21><c_237>,Z&T Solderless Flexible Breadboard Jumper Wires M/M 100pcs,50,0,0,0,0,1,0,0,1,24,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_196><b_100><c_14>, <a_163><b_40><c_67>, <a_0><b_232><c_15>",<a_62><b_137><c_64>,uxcell 20Pcs Steel Rivet Nut Flat Head Insert Nutsert 1/4-20,<a_0><b_232><c_15>,uxcell 10 Pcs 17mm x 6mm x 6mm Single Row Shielded Deep Groove Ball Bearing 606ZZ,50,0,0,0,0,1,0,0,1,33,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_33><b_35><c_27>, <a_33><b_187><c_98>, <a_210><b_214><c_48>, <a_112><b_65><c_164>, <a_33><b_187><c_219>",<a_22><b_122><c_191>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",<a_33><b_187><c_18>,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),50,0,0,0,0,1,0,1,1,24,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_255><b_144><c_181>, <a_50><b_92><c_5>, <a_252><b_78><c_73>, <a_103><b_65><c_228>",<a_229><b_114><c_160>,"2-P10KIT Available 2-P10 Adhesive Kit, Clear",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,9,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_44><c_71>, <a_59><b_214><c_21>, <a_105><b_5><c_225>, <a_195><b_147><c_9>, <a_225><b_40><c_107>, <a_53><b_250><c_246>, <a_87><b_189><c_3>, <a_51><b_162><c_73>, <a_254><b_70><c_85>, <a_51><b_63><c_11>",<a_69><b_242><c_234>,"GE Silicone 2+ Window & Door Caulk, 10.1 Oz. Tube, Clear, GE5000",<a_105><b_5><c_225>,"The Hillman Group 591521 Small Flat and Lock Washer Assortment, 270-Pack",50,0,0,0,0,1,0,0,1,16,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_178><b_224><c_150>, <a_242><b_231><c_123>, <a_141><b_149><c_168>, <a_73><b_59><c_172>",<a_12><b_13><c_181>,"Nicholson 9 Piece Hand File Set with Ergonomic Handles, American Pattern",<a_154><b_37><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,13,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_221><b_112><c_51>, <a_42><b_203><c_209>, <a_233><b_126><c_8>, <a_135><b_25><c_11>, <a_112><b_39><c_94>",<a_112><b_39><c_179>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",<a_112><b_39><c_179>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",50,1,1,1,1,1,3,3,1,97,21
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_221><b_112><c_51>, <a_42><b_203><c_209>, <a_233><b_126><c_8>, <a_135><b_25><c_11>, <a_112><b_39><c_94>, <a_112><b_39><c_179>",<a_187><b_240><c_3>,"3D Printer Head(6PCS),6PCS 3D Printer 0.4mm Extruder Brass Nozzle Print Head for MK8 1.75mm ABS PLA Printer(0.4mm)",<a_112><b_39><c_179>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",50,0,0,0,0,1,0,1,1,19,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_134><b_96><c_42>, <a_178><b_123><c_162>, <a_91><b_112><c_243>, <a_91><b_78><c_222>",<a_93><b_95><c_111>,"Think Safe 1095TS 7"" Trauma Shear",<a_91><b_78><c_253>,"Prestige Medical Fluoride Scissor, Black, 5 1/2 Inch",50,0,0,0,0,1,0,1,1,18,2
