input,target_sid,target_title,pred1_sid,pred1_title,beam_size,exact_top1_hit,top3_hit,top5_hit,top10_hit,pred1_in_catalog,pred1_lcp,best_lcp_in_beam,target_collision_group_size,target_l1_fanout,target_l2_fanout
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_198><c_165>, <a_223><b_78><c_126>, <a_158><b_246><c_227>, <a_91><b_89><c_10>",<a_91><b_16><c_106>,HICTOP 5 Pcs 100K ohm NTC Thermistors/Temp Sensor for Reprap 3D printer,<a_223><b_198><c_114>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",50,0,0,0,0,1,0,1,1,72,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_198><c_165>, <a_223><b_78><c_126>, <a_158><b_246><c_227>, <a_91><b_89><c_10>, <a_91><b_16><c_106>",<a_158><b_217><c_39>,V6 3D Printer J-head Hotend with Single Cooling Fan for 1.75mm/3.0mm Direct Filament Wade Extruder 0.3mm/0.4mm/0.5mm Nozzle,<a_223><b_198><c_6>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",50,0,0,0,0,1,0,1,1,109,6
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_198><c_100>, <a_223><b_184><c_28>, <a_223><b_201><c_101>, <a_223><b_198><c_71>, <a_223><b_198><c_34>, <a_233><b_119><c_34>, <a_223><b_137><c_184>, <a_223><b_198><c_58>, <a_197><b_78><c_121>, <a_158><b_246><c_227>",<a_158><b_172><c_147>,Signstek 10 PCS Reprap 12V 40W 620 Ceramic Cartridge Heater for 3D Printer Prusa Mendel,<a_223><b_198><c_114>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, White",50,0,0,0,0,1,0,1,1,109,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_73><b_234><c_141>, <a_165><b_170><c_54>, <a_73><b_108><c_83>, <a_197><b_170><c_216>, <a_223><b_184><c_15>, <a_223><b_59><c_165>",<a_223><b_80><c_23>,"3D Solutech Real Orange 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG)",<a_223><b_59><c_216>,"Gizmo Dorks 3D Print Removal Tool, 5-inch Blade",50,0,0,0,0,1,1,2,1,247,24
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_52><b_55><c_53>, <a_170><b_10><c_12>, <a_197><b_33><c_216>, <a_173><b_194><c_4>, <a_244><b_218><c_141>, <a_180><b_11><c_69>, <a_193><b_203><c_191>, <a_244><b_191><c_143>, <a_165><b_142><c_151>, <a_165><b_142><c_151>",<a_210><b_202><c_48>,iMBAPrice iMBA-100-4x6 Reclosable Bags,<a_244><b_191><c_143>,"General Electric GE360 Kitchen and Bath  Silicone I Caulk, 2.8-Ounce, Clear",50,0,0,0,0,1,0,0,1,95,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_87><b_44><c_68>",<a_236><b_229><c_162>,Heavy Duty Bat Handle Momentary Toggle Switch - DPDT / (On) - Off - (On) : 30-050,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,84,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_108><b_1><c_65>, <a_108><b_133><c_0>, <a_197><b_200><c_115>, <a_244><b_151><c_12>, <a_108><b_146><c_214>, <a_108><b_42><c_24>, <a_224><b_104><c_43>",<a_94><b_163><c_50>,"Karter Scientific 213A2 Borosilicate Glass Low Form Glass Beaker, 50/100/250/500/1000 mL (Pack of 5)",<a_108><b_42><c_3>,"Stainless Steel 316/316L Pipe Fitting, Nipple, Schedule 40, Seamless, 1"" X 5-1/2"" NPT Male by Merit Brass",50,0,0,0,0,1,0,0,1,111,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_108><b_1><c_65>, <a_108><b_133><c_0>, <a_197><b_200><c_115>, <a_244><b_151><c_12>, <a_108><b_146><c_214>, <a_108><b_42><c_24>, <a_224><b_104><c_43>, <a_94><b_163><c_50>",<a_94><b_75><c_129>,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",<a_94><b_75><c_129>,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",50,1,1,1,1,1,3,3,1,111,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_152><c_3>, <a_79><b_114><c_225>, <a_17><b_62><c_235>, <a_223><b_80><c_140>",<a_91><b_54><c_58>,Wangdd22 3D Printer J-head Hotend with Fan for 1.75mm 12v V6 Direct Filament Wade Extruder 0.4mm Nozzle+Volcano kit,<a_223><b_80><c_84>,"3D Solutech Silver Metal 3D Printer PLA Filament 1.75MM Filament, Dimensional Accuracy +/- 0.03 mm, 2.2 LBS (1.0KG) - PLA175TCMS",50,0,0,0,0,1,0,0,1,72,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_113><c_101>, <a_228><b_217><c_226>, <a_228><b_217><c_7>, <a_228><b_217><c_2>",<a_236><b_116><c_203>,"MLCS 9080 Billy Pedal Foot Switch, Deadman Style",<a_228><b_217><c_216>,Lucksender 100 Feet/30 Meter 1/2inch / 12mm I.D Polyolefin 2:1 Heat Shrink Tubing,50,0,0,0,0,1,0,0,1,84,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_108><c_20>, <a_17><b_118><c_175>, <a_67><b_251><c_182>, <a_23><b_188><c_189>",<a_17><b_217><c_0>,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,<a_67><b_251><c_182>,Ideal 2006S Crimp Connector (Pack of 100),50,0,0,0,0,1,0,0,2,99,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_108><c_20>, <a_17><b_118><c_175>, <a_67><b_251><c_182>, <a_23><b_188><c_189>, <a_17><b_217><c_0>",<a_17><b_217><c_0>,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,<a_17><b_217><c_0>,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,50,1,1,1,1,1,3,3,2,99,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_108><c_20>, <a_17><b_118><c_175>, <a_67><b_251><c_182>, <a_23><b_188><c_189>, <a_17><b_217><c_0>, <a_17><b_217><c_0>",<a_228><b_127><c_107>,Ancor Marine Grade Electrical Heat Activated Adhesive Lined Shrink Tubing,<a_17><b_217><c_0>,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,50,0,0,0,0,1,0,1,1,96,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_108><c_20>, <a_17><b_118><c_175>, <a_67><b_251><c_182>, <a_23><b_188><c_189>, <a_17><b_217><c_0>, <a_17><b_217><c_0>, <a_228><b_127><c_107>",<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,<a_17><b_217><c_0>,Ancor Tinned Copper Lugs 8 AWG - 4/0 AWG,50,0,0,0,0,1,0,1,2,119,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_108><c_20>, <a_17><b_118><c_175>, <a_67><b_251><c_182>, <a_23><b_188><c_189>, <a_17><b_217><c_0>, <a_17><b_217><c_0>, <a_228><b_127><c_107>, <a_67><b_199><c_0>",<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,50,1,1,1,1,1,3,3,2,119,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>",<a_94><b_36><c_130>,10 Pack - 20x150mm Pyrex Glass Test Tubes with Rubber Stoppers New,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,111,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>, <a_94><b_36><c_130>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_36><b_92><c_97>, <a_107><b_93><c_0>, <a_107><b_93><c_0>, <a_107><b_93><c_0>",<a_24><b_20><c_0>,"Philips Sonicare HealthyWhite+ electric rechargeable toothbrush, HX8911",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,119,8
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_198><c_11>, <a_202><b_198><c_80>, <a_202><b_198><c_76>, <a_202><b_198><c_182>, <a_159><b_168><c_131>",<a_210><b_12><c_10>,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",<a_202><b_198><c_182>,"X-Treme Tape TPE-XZLYEL Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Yellow",50,0,0,0,0,1,0,0,1,95,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_198><c_11>, <a_202><b_198><c_80>, <a_202><b_198><c_76>, <a_202><b_198><c_182>, <a_159><b_168><c_131>, <a_210><b_12><c_10>",<a_210><b_12><c_10>,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",<a_210><b_12><c_10>,"Kimberly-Clark Professional Kimtech Science KimWipes Delicate Task Wipers, 4.4 x 8.4 in. 1-ply",50,1,1,1,1,1,3,3,1,95,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_77><c_36>",<a_15><b_206><c_230>,"Industrial & Scientific"" />",<a_193><b_77><c_36>,"Anytime Tools 5 Piece 3/8"" MINI LATHE INDEXABLE CARBIDE INSERT TOOL BIT SET",50,0,0,0,0,1,0,0,1,31,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_77><c_36>, <a_15><b_206><c_230>",<a_193><b_19><c_2>,"AUTOTOOLHOME 1/8"" 3/16"" 1/4"" 5/16"" 3/8"" 1/2""high Speed Steel HSS 4 Flute Straight End Mill Cutter Set of 6",<a_193><b_77><c_36>,"Anytime Tools 5 Piece 3/8"" MINI LATHE INDEXABLE CARBIDE INSERT TOOL BIT SET",50,0,0,0,0,1,1,3,1,133,6
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_77><c_36>, <a_15><b_206><c_230>, <a_193><b_19><c_2>",<a_79><b_154><c_105>,Mist Coolant Lubrication Spray System For 8mm Air Pipe CNC Lathe Milling Drill,<a_193><b_77><c_36>,"Anytime Tools 5 Piece 3/8"" MINI LATHE INDEXABLE CARBIDE INSERT TOOL BIT SET",50,0,0,0,0,1,0,0,1,60,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_193><b_77><c_36>, <a_15><b_206><c_230>, <a_193><b_19><c_2>, <a_79><b_154><c_105>",<a_193><b_169><c_159>,Yosoo 5Pcs HSS CNC Lathe Straight Shank 4 Flute End Mill Cutter Drill Bit Tool 4/6/8/10/12mm,<a_193><b_77><c_36>,"Anytime Tools 5 Piece 3/8"" MINI LATHE INDEXABLE CARBIDE INSERT TOOL BIT SET",50,0,0,0,0,1,1,1,1,133,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_122><b_52><c_0>, <a_228><b_153><c_0>, <a_224><b_222><c_138>, <a_224><b_222><c_73>, <a_210><b_219><c_140>, <a_173><b_93><c_124>",<a_228><b_218><c_48>,Install Bay Heat Shrink Tubing 3M 1/2 Inch 8G - 4 Feet,<a_210><b_219><c_10>,"Plymor 6"" x 9"", 4 Mil (Pack of 100) Heavy Duty Plastic Reclosable Zipper Bags",50,0,0,0,0,1,0,0,1,96,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_30><b_108><c_233>, <a_73><b_127><c_141>, <a_73><b_100><c_205>, <a_107><b_125><c_17>, <a_73><b_8><c_168>",<a_73><b_19><c_203>,"EFIXTK 3PCS Mini Solderless Breadboard,400 Ties Clear Circuit PCB Board Kit for Proto Shield Circboard Prototyping",<a_30><b_191><c_20>,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,50,0,0,0,0,1,0,1,1,114,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_42><b_133><c_0>, <a_202><b_218><c_109>, <a_104><b_95><c_134>, <a_210><b_201><c_191>",<a_24><b_29><c_6>,Shop-Vac 9067200 Type I 10-14-Gallon High Efficiency Disposable Collection Filter Bag 2-Pack,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,119,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_173><b_25><c_194>, <a_122><b_126><c_5>, <a_197><b_49><c_201>, <a_202><b_198><c_10>, <a_202><b_198><c_218>",<a_165><b_59><c_69>,J-B Weld 8265S Original Cold-Weld Steel Reinforced Epoxy - 2 oz.,<a_202><b_198><c_218>,"X-Treme Tape TPE-XZLCLR Silicone Rubber Self Fusing Tape, 1"" x 10', Triangular, Clear",50,0,0,0,0,1,0,3,1,72,4
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_94><b_36><c_130>, <a_158><b_165><c_4>",<a_94><b_111><c_153>,SEOH Beaker 3000ml Borosilicate Glass,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,111,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_107><b_93><c_0>, <a_107><b_93><c_0>, <a_107><b_60><c_41>, <a_107><b_93><c_0>",<a_210><b_90><c_184>,"WEN 73004 500 lb Capacity Service Cart, X-Large",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,95,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_251><b_203><c_234>, <a_17><b_62><c_227>, <a_17><b_62><c_227>, <a_158><b_72><c_4>",<a_23><b_101><c_96>,Mercurry 10 Meters GT2 timing belt width 6mm Fit for RepRap Mendel Rostock Prusa GT2-6mm Belt,<a_158><b_72><c_219>,Inland 1.75mm Blue PLA 3D Printer Filament - 1kg Spool (2.2 lbs),50,0,0,0,0,1,0,0,1,50,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_67><b_185><c_54>, <a_36><b_174><c_204>, <a_197><b_233><c_1>, <a_150><b_132><c_11>, <a_104><b_52><c_119>",<a_36><b_235><c_249>,Uni-T B4Q094 UT210E True RMS AC/DC Current Mini Clamp M W Capacitance Tester,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,1,1,54,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_73><b_10><c_244>, <a_73><b_224><c_0>, <a_67><b_152><c_202>, <a_165><b_219><c_10>, <a_206><b_62><c_3>, <a_67><b_23><c_10>, <a_67><b_23><c_27>, <a_67><b_23><c_62>, <a_67><b_23><c_175>, <a_67><b_23><c_39>",<a_79><b_194><c_92>,"Cast Acrylic Sheet, Clear, 12"" x 12"" x 0.118"" Size",<a_67><b_23><c_39>,Ginsco 110pcs Male Red 22-18 Gauge Nylon Fully-Insulated Quick Disconnects Wiring Spade Wire Connector Crimp Terminal,50,0,0,0,0,1,0,0,1,60,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_71><b_244><c_200>, <a_30><b_65><c_86>, <a_73><b_110><c_1>, <a_73><b_37><c_0>, <a_107><b_90><c_50>, <a_17><b_80><c_8>, <a_17><b_220><c_1>",<a_224><b_190><c_133>,TOPINSTOCK 2020 Drop in Post Assembly M4 T-nut for 20 x 20 Aluminum Extrusion Pack of 100,<a_73><b_110><c_3>,DTOL 10 X Mini Laser Dot Diode Module Head WL Red 650nm 6mm 5V 5mW Pack of 10,50,0,0,0,0,1,0,0,1,191,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_87><c_179>, <a_73><b_249><c_178>, <a_165><b_107><c_44>, <a_104><b_186><c_66>, <a_223><b_66><c_168>",<a_210><b_192><c_136>,"Pratt PRA0017 100% Recycled Corrugated Cardboard Box, 8"" Length x 6"" Width x 6"" Height, Kraft",<a_223><b_66><c_168>,"USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool",50,0,0,0,0,1,0,0,1,95,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_79><b_87><c_179>, <a_73><b_249><c_178>, <a_165><b_107><c_44>, <a_104><b_186><c_66>, <a_223><b_66><c_168>, <a_210><b_192><c_136>",<a_223><b_20><c_165>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Green",<a_223><b_66><c_168>,"USAFilament 9800429 ABS 3D Printing Filament, 2.2 lb, 1.75 mm, White Spool",50,0,0,0,0,1,1,2,1,247,5
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_197><b_159><c_235>, <a_158><b_96><c_139>, <a_206><b_233><c_23>, <a_158><b_241><c_101>",<a_15><b_159><c_252>,Sun Company 201-F Lev-o-gage Inclinometer and Tilt Gauge,<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,31,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_228><b_232><c_75>, <a_24><b_127><c_233>, <a_17><b_80><c_8>, <a_24><b_20><c_149>, <a_197><b_132><c_32>, <a_24><b_20><c_4>, <a_67><b_106><c_113>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_228><b_232><c_75>, <a_24><b_127><c_233>, <a_17><b_80><c_8>, <a_24><b_20><c_149>, <a_197><b_132><c_32>, <a_24><b_20><c_4>, <a_67><b_106><c_113>, <a_107><b_93><c_0>",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,1,1,1,1,1,3,3,2,66,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_173><b_209><c_251>, <a_68><b_204><c_73>, <a_68><b_204><c_73>, <a_244><b_16><c_145>, <a_17><b_171><c_121>",<a_202><b_55><c_251>,"Duck Brand EZ Start Packing Tape With Dispenser, 1.88 Inch x 22.2 Yard, Clear, 1 Roll (393185)",<a_244><b_16><c_145>,"Red Devil 077020 Lifetime Ultra Premium Elastomeric Acrylic Latex Sealant, 10.1-Ounce, Almond",50,0,0,0,0,1,0,0,1,117,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_210><b_231><c_0>, <a_210><b_231><c_0>, <a_165><b_59><c_20>, <a_180><b_27><c_96>, <a_173><b_60><c_25>",<a_71><b_207><c_232>,"XiKe 30012X (300 Qty) 1/2"" Steel Balls, Slingshot Ammo Steel shot - G100",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,118,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_173><b_11><c_28>, <a_17><b_120><c_201>, <a_17><b_120><c_201>, <a_30><b_229><c_21>, <a_73><b_183><c_142>, <a_236><b_183><c_115>, <a_108><b_253><c_213>, <a_108><b_1><c_3>, <a_158><b_255><c_165>, <a_73><b_183><c_171>",<a_71><b_49><c_117>,"Gardner Bender GHG-1538 5PK 3/8"" Grommet, Black",<a_30><b_191><c_20>,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,50,0,0,0,0,1,0,0,1,118,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_17><b_120><c_201>, <a_17><b_120><c_201>, <a_30><b_229><c_21>, <a_73><b_183><c_142>, <a_236><b_183><c_115>, <a_108><b_253><c_213>, <a_108><b_1><c_3>, <a_158><b_255><c_165>, <a_73><b_183><c_171>, <a_71><b_49><c_117>",<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,<a_30><b_191><c_20>,Texas Instruments NE555N NE555 NE555P General Purpose Single Bipolar Timer DIP8 50 Pack,50,0,0,0,0,1,0,0,2,119,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_17><b_120><c_201>, <a_30><b_229><c_21>, <a_73><b_183><c_142>, <a_236><b_183><c_115>, <a_108><b_253><c_213>, <a_108><b_1><c_3>, <a_158><b_255><c_165>, <a_73><b_183><c_171>, <a_71><b_49><c_117>, <a_67><b_199><c_0>",<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,50,1,1,1,1,1,3,3,2,119,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_30><b_229><c_21>, <a_73><b_183><c_142>, <a_236><b_183><c_115>, <a_108><b_253><c_213>, <a_108><b_1><c_3>, <a_158><b_255><c_165>, <a_73><b_183><c_171>, <a_71><b_49><c_117>, <a_67><b_199><c_0>, <a_67><b_199><c_0>",<a_224><b_140><c_169>,"Irwin Tools 2629- 3 Piece High Carbon Steel- Tap 5/16"" - 24 NF",<a_67><b_199><c_0>,Ancor Heat Shrink Ring Terminals,50,0,0,0,0,1,0,0,1,191,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_202><b_52><c_171>, <a_44><b_9><c_196>, <a_44><b_177><c_47>, <a_202><b_202><c_88>",<a_108><b_38><c_8>,MALIDA 1/4 inch OD Tube push fit straight quick connect for water purifiers (10 pack),<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,143,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_180><b_87><c_25>, <a_150><b_214><c_127>, <a_107><b_90><c_68>, <a_23><b_231><c_219>",<a_173><b_100><c_15>,"JB Industries DVO-24 Bottle of Black Gold Vacuum Pump Oil, 1 gallon - GIDDS-2463009",<a_107><b_93><c_0>,"AcuRite 00613 Humidity Monitor with Indoor Thermometer, Digital Hygrometer and Humidity Gauge Indicator",50,0,0,0,0,1,0,0,1,64,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_228><b_125><c_21>, <a_236><b_226><c_22>, <a_170><b_165><c_156>, <a_165><b_205><c_168>, <a_108><b_154><c_173>",<a_236><b_134><c_19>,SIEMENS WN2060U Non-Fused AC Disconnect,<a_108><b_154><c_173>,Supco BPV31 Bullet Piercing Valve,50,0,0,0,0,1,0,0,1,84,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_15><b_10><c_53>, <a_94><b_242><c_43>, <a_94><b_93><c_57>, <a_94><b_163><c_50>",<a_52><b_204><c_122>,Graham Conderser Kit,<a_94><b_75><c_129>,"213C2 Karter Scientific Glass Graduated Cylinder 3 Piece Set 10, 50 & 100ml",50,0,0,0,0,1,0,0,1,28,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_31><c_0>, <a_91><b_195><c_227>, <a_251><b_44><c_87>, <a_223><b_242><c_201>, <a_158><b_206><c_184>",<a_158><b_72><c_232>,Inland 1.75mm White PLA 3D Printer Filament - 1kg Spool (2.2 lbs),<a_223><b_198><c_182>,"HATCHBOX PLA 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Red",50,0,0,0,0,1,0,2,1,109,19
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_150><b_252><c_16>, <a_251><b_228><c_231>, <a_251><b_228><c_231>",<a_159><b_19><c_56>,Signswise 2 Pack 5mm 40T Extruder Driver Feeder Gear Bore for Makerbot Mk7 Mk8 3D Printer,<a_251><b_228><c_231>,TEMCo 18 AWG Copper Magnet Wire - 4 oz 50 ft 200&deg;C Magnetic Coil Winding,50,0,0,0,0,1,0,0,1,52,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_73><b_56><c_30>, <a_17><b_14><c_203>, <a_223><b_121><c_15>, <a_223><b_198><c_114>, <a_73><b_234><c_141>, <a_197><b_78><c_121>, <a_223><b_86><c_176>",<a_79><b_182><c_24>,Signswise 200x200mm 12V 220W Silicone Rubber Heating Heater for 3D Printer Heated Beds,<a_223><b_198><c_6>,"HATCHBOX ABS 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Black",50,0,0,0,0,1,0,0,1,60,2
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_223><b_29><c_58>, <a_91><b_162><c_93>, <a_91><b_248><c_91>, <a_223><b_172><c_97>, <a_91><b_165><c_154>",<a_23><b_164><c_167>,"MakerBeam Regular Starter Kit Black anodized including beams (10x10mm in diameter), brackets, nuts and bolts",<a_223><b_172><c_97>,"Professional Black 1.75mm PLA 3D Printer Filament, 1kg (2.2lb) Filament Weight, 0.05mm Tolerance, by ProMolt 3D",50,0,0,0,0,1,0,0,1,50,1
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_24><b_249><c_10>, <a_244><b_4><c_183>, <a_150><b_132><c_2>",<a_173><b_94><c_213>,WD-40 Multi-Use Product - Multi-Purpose Lubricant with EZ-REACH Flexible Straw. 14.4 oz. (6 Pack),<a_150><b_132><c_2>,Chemical Guys ACC_121.32HD Chemical Resistant Heavy Duty Bottle and Sprayer (32 oz),50,0,0,0,0,1,0,0,1,64,3
"Can you predict the next possible item the user may expect, given the following chronological interaction history: <a_24><b_249><c_10>, <a_244><b_4><c_183>, <a_150><b_132><c_2>, <a_173><b_94><c_213>",<a_67><b_243><c_3>,Ginsco 200pcs 3 Size Heat Shrink Butt Connectors Kit Electrical Insulated Wire Terminal 10-22 AWG Set,<a_173><b_16><c_141>,"Schaeffer Manufacturing Co. 0190-011S Penetro 90, 13 oz.",50,0,0,0,0,1,0,0,1,119,2
